,isfake,title
1398,mostly-true,"Says Walmart employees represent the largest group of Medicaid and food stamp recipients in many states, costing the taxpayer $1,000 per worker."
1399,mostly-true,"Oregon today has 100,000 more jobs than it did when I was elected."
1400,half-true,Says Cory Gardner championed an eight-year crusade to outlaw birth control here in Colorado.
1401,true,There are actually only 30 countries that practice birthright citizenship.
1402,false,"In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done."""
1403,barely-true,Says the Koch brothers funded the fight to let flood insurance premiums soar ... Now theyre spending millions to buy a Senate seat for Bill Cassidy so he can fight for them.
1404,false,Former President Bill Clinton and his Clinton Health Access Initiative (CHAI) distributed watered-down HIV/AIDSdrugs to patients in sub-Saharan Africa.
1405,false,A study of private bail bond systems showed that Wisconsin has a higher no-show rate than other states of defendants skipping court appearances.
1406,barely-true,We have billions in surplus.
1407,barely-true,Says Hillary Clintons plan would tax many small businesses by almost 50 percent.
1408,mostly-true,"While the United States has seen its unemployment rate steadily decline, New Jerseys remains nearly two percent higher than the national average and more than a point higher than Connecticut and New York."
1409,mostly-true,"In 31 states, decent child care costs more than college tuition."
1410,false,We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.
1411,barely-true,"Says someone earning $50,000 a year will fare better under his 9-9-9 plan than under the current tax system."
1412,false,"Says the Internal Revenue Service estimated it must hire 16,500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul."
1413,false,On drilling off the Atlantic coast
1414,mostly-true,Says Democratic U.S. Senate candidate Tammy Baldwin ranks as the most liberal member of the House.
1415,barely-true,Says Ted Cruz supports legalizing people who are in this country illegally.
1416,false,Says our economy in New Jersey gets $38 billion from the businesses at the Shore.
1417,barely-true,"There are at least three sectors of the border, one in particular, that are just completely insecure."
1418,mostly-true,"We have at least 200,000 to 300,000 hate crimes in a given year."
1419,false,Says your Legislative Assembly was within one vote of enacting each of those bills into Oregon law.
1420,barely-true,Says critics called the original GI Bill welfare.
1421,true,The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent.
1422,false,Milwaukee has the second-highest number of children recovered from sex trafficking.
1423,false,What they will do is socialized medicine.
1424,pants-fire,I didn't endorse the federal stimulus bill.
1425,half-true,Says Wisconsin Gov. Scott Walker doesnt make his calendar public -- hes on our dime and we dont know where he is.
1426,pants-fire,The stimulus has not created one private sector job.
1427,half-true,What is the maximum number of students allowed in your classroom? ... 30 or more!
1428,mostly-true,Says the Central Ohio Human Trafficking Task Force is the first task force of its kind in Central Ohio
1429,true,A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.
1430,true,"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress."
1431,false,"Americans ""have never paid more for gas at the pump."""
1432,pants-fire,Virginia papers called (Scott) Rigells campaign Mostly False.
1433,half-true,Says she has opposed measures to weaken the Dodd-Frank Wall Street regulatory bill and campaign-finance legislation when they were offered as stand-alone bills.
1434,false,"Says that if Texas, California and New York all voted for Democratic presidential nominees, it would be mathematically impossible for Republicans to elect a president."
1435,true,Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.
1436,true,"A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text."
1437,pants-fire,Says Wisconsin Gov. Scott Walker eliminated cancer screenings for uninsured women and offered no alternatives.
1438,pants-fire,"Says in regard to providing more tax cuts for the rich, Bill Pascrell said, Republicans had great ideas. I liked some of their ideas."
1439,mostly-true,"John McCain ""voted against the Bush tax cuts, both times."""
1440,mostly-true,"The average student debt coming out of the University of Wisconsin-Madison is something like 28,000 dollars."
1441,half-true,Due to a flaw in the 1995 Outer Continental Shelf Deep Water Royalty Relief Act numerous oil companies are now drilling in the Gulf of Mexico in federal lands and paying no royalties to the federal government.
1442,half-true,Says Hillary Clinton voted for virtually every trade agreement that has cost the workers of this country millions of jobs.
1443,true,Says Rep. John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times
1444,pants-fire,Says Los Angeles Clippers owner Donald Sterling is a Democrat.
1445,mostly-true,FACT: the special assistant in @johnkasichs office makes over three times more than an average #OH firefighter
1446,half-true,"Obama's wife said her goal in life was to put the black community ""first and foremost."""
1447,mostly-true,Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester.
1448,barely-true,"Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, didnt pay taxes"
1449,mostly-true,"New school testing standards will consume approximately twenty days of testing for elementary, middle and high school students."
1450,barely-true,"Obama voted for ""tax subsidies and giveways"" that have slowed oil companies from pursuing clean energy sources."
1451,half-true,Says Katie McGintyactually agrees with Hillary Clinton and the most liberal wing of the Democrats on everything.
1452,false,Says a Bureau of Labor Statistics report attributed a sharp increase in work-related fatalities to increasing numbers of employees and drivers could not read or understand warning signs in English.
1453,mostly-true,Almost every country on Earth sees America as stronger and more respected today than they did eight years ago when I took office.
